review-item-author,review-item-date,review-item-content
qzVi5IP_RjK@Del...,"Dec 17, 2018","I love these heaters,  this is nor my first. However its the most I ever paid for one . That's why I said not a good value, too high priced. I just couldn't find one locally so was forced to buy online.  These are great heaters though.  I recommend the heater, just not the price."
mund7660,"Mar 04, 2019","Only the Americans would come up with 'Heater & Buddy' in its title.That said, it is a well made heater that works well and does not seem to give off any fumes.You have to buy the extension hose which you can convert to European connections. Although it is worth remembering the regular is in the heater not on the gas bottle so some extra converters were required. Have been running my heater on Calor Gas with great results."
barhendr_46,"Jan 30, 2025",Small and easy to carry. Radiates great hot heat. Fairly easy to light just read the directions a couple of times.
uneek52,"Sep 01, 2024",It saved us from freezing camping at Yellowstone in a summer tent. It was easy to operate and heated well. I only wish it could run all night on a propane tank but it was easy to switch. I had a CO2 detector and it was very minimal. We felt safe with it
internetbids,"Feb 05, 2019",Safe and efficient.  Versatile with other options to hook up to a 20 lb tank.  Good quality and design.  Not for use in large rooms but is a good backup to heat a small room or travel trailer.
termoor1668,"Jan 30, 2026",Looks like a quality heater appears to be big enough to heat my space if power goes out. Little concerned about ventilation inside my house but I’m gonna use fireplace for ventilation I hope that works.
lil_red_hoodie92,"Nov 14, 2018",I bought this to use in my greenhouse. I have it connected to my 20 lb  tank from my grill. Works perfect! Running on low it is keeping it nice and warm. I would highly recommend purchasing this item. Costs more on Amazon!
1dtimson,"Jan 30, 2022",Only had portable buddy heater a few days but it works perfectly and appears to be well constructed.
drdanodad,"Nov 09, 2020",excellant device.   all parts work perfect.  has its own build in regulator so just hook it up to a big tank if you wish.  20 lbs etc.   Pilot light turns on flawlessly.
juleh_98,"Feb 27, 2021","Whether you are looking for a portable heater for camping trips or for emergency situations, this is the one I recommend. The added safety feature and ease of lighting make it even more worth while and a necessity to have on hand."
59supereagle,"Sep 21, 2016","went van camping at lake george colorado 8,000 feet  high.    could not get mr heater buddy to work, I had it working were i live in new mexico at 5,000 feet....some one told me it has a oxygen senser....and won't work in the mountains.... do I recommend it? were do you live ? better to ask the company first."
mrthebestbuyer760,"Mar 01, 2018",I have a little area about 100 sq ft with an 8 ft ceiling and this little heater is the bomb. It easily heats the area on the Low setting. Easy to start and easy to handle.
fco.us.9mrwbd8n95,"Jan 23, 2026","Had one of these before. Use for camping and to help de-ice frozen pipes. Picked another up in case need it to prevent blown out pipes this upcoming cold spell. I like them, They put out a lot of heat and never had a CO sensor go off while using them."
ganu.ganu,"Dec 15, 2020",Inexpensive way to heat small and medium sized rooms or tents... I use it in my car since the heater went south in it.. I have only used one one pound lp coleman canister for 7 dollars and when used in the car I only have to have it on for 1 minute
serendipityfact...,"Sep 22, 2020","I haven't had to use it yet, but I started it twice on two separate days and it lit up right away and began to heat the ceramic insert. It arrived in perfect shape. No dents, issues or problems. I would recommend."
d-daffy,"Jan 09, 2018",This little heater does put out the heat. Recommend this product for heating small areas. Does a good job.
deyan-5694,"May 14, 2020",Works awesome on our boat. Takes that chill off when you need it.
neonm-949,"Oct 10, 2025","Heats a area fast, Safe for indoor use, no danger of carbon monoxide with this unit.They sell a attachment hose so you can run a 5 gallon can of propane instead of the small 1.1 lb  can. This will save me a lot of cash. Happy with purchase."
wisni.us2014,"Jan 11, 2017",had an older model which I liked........but new unit has some new features like the one button start and the swing out tank connection which made it even better.....nice heater
jrwahl40,"Jan 19, 2021","Exactly what I was looking for, great value."
rollacruiser,"Feb 15, 2017","This is a great heater, It puts out a lot of heat for its size, and heats an rv very quickly.I would highly recommend this heater to anyone needing to heat a small to medium size rv or room.I can`t find anything bad to say about it so far, I`m very happy with it."
moomooliveshere,"Jun 28, 2021",Needed something for a small space.  We just got this so have not had a chance to use it consistently.  Canister is easy to install.  Lights easily when we tested the unit.
corebonne-6,"Oct 20, 2020","Actually got the chance to use the portable buddy heater hunting in MI.I have bad circulation in my feet, I really like that this heaters elements are low enough my feet actually stayed very warm. Worked very well. Low 30°. Windy, and rainyI was very warm."
tabernaevagantes,"Nov 07, 2019","It works well and is nice and toasty. When it arrived, it appeared to have no handle. Later, as I was throwing out the styrofoam packing material and box, in the bottom of the box with chunks of styrofoam I found the handle and one stay to keep the handle in place, but another stay is required to keep the handle on. I'll probably rig something to keep the handle on or just leave it off, so it's no big deal, but worth mentioning, I guess."
benjhag-81,"Oct 30, 2022",Easy to use and easy to install propane gas tank.  Very safe and very efficient.  It extends our time using our outdoor deck in the Fall.
yipeee-6,"Jan 30, 2026",This is an awsome heater. Its been on lo for 5 minutes & i had to move it atleast 15 feet futher away. I  know it will be a great help in these fridgid temps to warm up my vehicle  before a trip.
zVDQ1cOaT_O@Del...,"Jan 08, 2019","Works as it stated, and is easy to use. I used this in my Travel Trailer while company was here.Uses a 1 pound cylinder in about 4 to 5 hours.I know that it will get a lot of use in the future."
surfcasterscove100,"Mar 14, 2019",Mr. Heater Buddy was one of the best heater investments. I use it to heat up a shed while working in it and it makes working comfortable. It's gives off enough radiant heat to keep you from freezing.
gjg135,"Dec 01, 2025","Really easy to use.  I haven't tried heating a very big area yet, but it lights and heats up quickly.  It's also lightweight and extremely portable."
jayaregarcia,"Dec 07, 2021",Excellent portable heater. Saw many reviews before I decided to buy it including videos both in the negative and the positive. I am so happy with mt decision to finally buy this portable heater. It is fantastic. I highly recommend it.
1rxshana1,"Aug 05, 2017","I really like this item.  Was reluctant to use a propane heater inside my tent but the falling temperatures changed my mind.  Worked great, produced a good amount of heat and one small propane bottle lasted all night with enough left to cook breakfast.  No headache in the morning from the gas.  Won't leave home without it."
donlar47,"Jun 17, 2020",I've used the Mr Heater Lil Buddy and Portable Buddy heaters for several years. They are great quality and very efficient! Ans SAFE to use while tent or trailer camping!
vincent4796,"Feb 12, 2020","After using this heater for a couple weeks I was somewhat disappointed with it's performance. The 1lb. propane bottles it uses can be expensive and only last about four hours on the low setting. Using an adapter, which I had to purchase separately, I am refilling the bottles with a 20lb. tank I already have. This helps defer some of the cost of the propane. The heater works but only in small spaces and then only for emergencies."
sherman2001,"May 24, 2021",Heats up beautifully- Generates enough heat to warm up small shed- Allows for 20gal tank hookup to last for many many hours-Make sure you get the special hose (F273704) for the connection to avoid having to add a filter that would require annual replacement/maintenance
cayetano1850,"Mar 09, 2021",Small light weight yet powerful heating unit.
sue38300,"Dec 14, 2021",This is great!!!  It puts out more heat than I expecteed!!!!!  Very lightweight. I plan to use this at outdoor events and parades.
simplicity25,"Jan 26, 2021","Works great, lights easy, attachment of tank is very easy"
rrourso,"May 15, 2017","This is a great heater for using outdoors especially under picnic tables when it's really cold outside. It really keeps you warm and toasty! Wouldn't recommend for really large spaces as the heat would dissipate. As stated, used under a picnic table, it kept 6 people's legs/feet very warm and comfortable in some really cold weather. We were camping and eating at the Pot-Luck dinner - it was very cold that night. Our table had the Mr. Buddy heater going and was the happiest table around !"
alliek_26,"Sep 14, 2021",A friend of mine has one & he luvs it. Works great for when you don't wanna run up the lite bill while your waiting for the wood stove to heat up the house. It's safe for indoor usage unless your gonna use an adapter for the 5 gallon tank then you'll need to vent it (Crack a window). Me I'll use it for only a quick warm up of 1 room & I bought the warming tray to keep my hot beverage hot too....Luv-in every minute of it!!!!
bwankerl2008,"Oct 27, 2017","Heats up my 6x8 hunting shack fast, and efficiently. Only con is that is does use a 1lb canister pretty quickly. I would recommend a 20lb tank, and hose for long usage."
chkin-3250,"Jan 04, 2022","Solidly built with quality materials. 2 heat settings let me to adjust as needed. Been using indoors without a peep from my CO2 or CO detectors. If my future needs require another such heaters, This will be my #1 option."
mcmendoman,"Nov 26, 2019","This Mr. Heather is a lifesaver when the power goes out. Safe to use indoors, and puts off good heat."
windowsmark,"Dec 06, 2016",Using on a Boat and it is taking the chill off..Good unit feels well built only draw back to me is gas usage is higher than expected as it eats thru the small canisters pretty quick will be trying larger 40 lb next..also creates a lot of dampness in the cabin..even with that said I'm happy with this product
dranoelz,"May 04, 2022","My buddy was advertised as new and it wasn’t, but we were able to work out a price on a used buddy and it worked out. It’s hard to go wrong with a Mr. Heater Buddy heater"
sidplit,"Sep 30, 2020",I use it in my RV And on my glassed in back porch being catalytic it can be used indoors as long as a window is opened a little for oxygen. Throws out a lot of heat.
bel614,"Nov 03, 2022",It is a very good heater heats this camper up really good
cabinfever2,"Nov 08, 2017","I bought this for a hunting blind, it does a great job of heating it. Works great for a low price! I will recommend it to friends."
rmackie93,"Oct 27, 2025","This Seller is the best, and this item came in record time and the heater does a perfect job of heating."
m_lmcbride,"Nov 10, 2020","Easy to use.  really puts out good heat!  pilot light lights easily.  use it on our outside deck, and it keeps the chill away."
nelsong1776,"Dec 04, 2022",The way things are going having one of these heaters is the best thing especially if the power goes out. I recommend in people getting these heaters especially if you rely on electric heat.
philhonglakewood,"Aug 07, 2019","I need this heater for camping on the mountain some time get food at night, great little heater , work well."
jackiepollen,"Dec 14, 2021",This product is very good for a short period of time...used it already and very easy to operate.
